,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
401,Tacama 2008 Sinfonía Tannat-Malbec-Petit Verdot Red (Ica),Red Blend,Tacama,Sinfonía Tannat-Malbec-Petit Verdot,,Ica,Peru,20.0,86.0,Michael Schachner,@wineschach,"Earthy, warm and ripe on the bouquet, with a baked element but also fruit that holds its form. Full but not overdone in the mouth, with restrained berry, plum and caramel flavors. Not pushy; subdued on the finish. Petit Verdot, Malbec and Tannat.","Ica, Peru",-75.7290915,-14.0640967
402,Intipalka 2012 Valle del Sol Red (Ica),Red Blend,Intipalka,Valle del Sol,,Ica,Peru,17.0,86.0,Michael Schachner,@wineschach,"Gritty, tarry cassis, licorice and toasted oak flavors lead to a full but grabby palate. This blend of 60% Cabernet Sauvignon and 40% Petit Verdot deals dark, toasty, peppery black-fruit flavors in front of an oaky, spicy finish with firm tannic bite.","Ica, Peru",-75.7290915,-14.0640967
403,Intipalka 2013 Valle del Sol Tannat (Ica),Tannat,Intipalka,Valle del Sol,,Ica,Peru,14.0,85.0,Michael Schachner,@wineschach,"Aromas of freshly laid asphalt and char-grilled hamburger shroud herbal berry aromas. This Tannat is chunky on the palate, but low on structure. Modest plum flavors come with stewed, spicy accents, while toasty oak is draped over a chewy, meaty finish.","Ica, Peru",-75.7290915,-14.0640967
404,Koenig Vineyards 2011 Ice Wine Riesling,Riesling,Koenig Vineyards,Ice Wine,,Idaho,United States,20.0,91.0,Sean P. Sullivan,@wawinereport,"This is a über aromatic wine with a long list of notes that include orange marmalade, peach, citrus, and drizzled honey. Harvested at 42 brix and retaining a whopping 240 g/L residual sugar, it's supremely rich and sweet with a lingering finish.","Idaho, United States",-114.015407,43.6447642
405,Cinder 2015 Syrah,Syrah,Cinder,,,Idaho,United States,29.0,91.0,Sean P. Sullivan,@wawinereport,"Cinder is quietly one of the wineries carrying the banner for this nascent growing region. The aromas here are sappy and brooding, with notes of Marionberry, huckleberry, bittersweet chocolate and a spice top note. The blue-fruit flavors show an alluring sense of purity and grace that carries through the finish, which includes a savory note that heightens the interest. Delicious stuff.","Idaho, United States",-114.015407,43.6447642
406,Koenig Vineyards 2014 Botrytis Single Berry Select Late Harvest Riesling,Riesling,Koenig Vineyards,Botrytis Single Berry Select Late Harvest,,Idaho,United States,30.0,91.0,Sean P. Sullivan,@wawinereport,"Coming in at 159g/L residual sugar, this wine is über-aromatic, with notes of dried apricot, pineapple, flowers, and honey, showing layer of complexity. Given the richness of the aromas, the palate is surprisingly deft and light on its feet, displaying a lot of grace and detail to the sugary-sweet flavors.","Idaho, United States",-114.015407,43.6447642
407,Illinois Sparkling Co. NV Brut Sparkling (Illinois),Sparkling Blend,Illinois Sparkling Co.,Brut,Illinois,Illinois,United States,26.0,86.0,Alexander Peartree,,"The restrained nose of this Frontenac Gris and St. Pepin sparkling wine shows steely lemon and cheese rind notes. The palate brings a bit more character, with riper tones of crisp green apple and pear carried along by a mild mousse of bubbles.","Illinois, United States",-89.4337288,40.0796606
408,Illinois Sparkling Co. NV Franken's French Hybrid Brut Sparkling (Illinois),Sparkling Blend,Illinois Sparkling Co.,Franken's French Hybrid Brut,Illinois,Illinois,United States,32.0,85.0,Alexander Peartree,,"This brut sparkler is made from Chambourcin, a hybrid grape of uncertain parentage. Fresh figs and dates come to mind on the nose, while the linear palate is persistently citrus-driven.","Illinois, United States",-89.4337288,40.0796606
409,Illinois Sparkling Co. NV Franken's French Hybrid Brut Sparkling (Illinois),Sparkling Blend,Illinois Sparkling Co.,Franken's French Hybrid Brut,Illinois,Illinois,United States,32.0,85.0,Alexander Peartree,,"This brut sparkler is made from Chambourcin, a hybrid grape of uncertain parentage. Fresh figs and dates come to mind on the nose, while the linear palate is persistently citrus-driven.","Illinois, United States",-89.4337288,40.0796606
410,My Big Fat Greek Wine 2011 Xinomavro (Imathia),Xinomavro,My Big Fat Greek Wine,,,Imathia,Greece,15.0,87.0,Susan Kostrzewa,@suskostrzewa,"This Xinomavro offers red cherry, spice and black pepper aromas and layers of smoke, vanilla and plucky spice on the palate. Approachable and great for everyday drinking—think lamb gyros or short ribs.","Imathia, Greece",22.18071972652394,40.51703795
411,Jasper 2007 Seyval Blanc (Iowa),Seyval Blanc,Jasper,,Iowa,Iowa,United States,16.0,84.0,Anna Lee C. Iijima,,"Sweet butter and caramel notes linger amidst smoke and char on this unabashedly oaky, full-bodied Iowa Seyval Blanc. Savory pressed apple flavors are pleasant but subdued.","Iowa, United States",-93.3122705,41.9216734
412,Jasper NV J-W Rosé (Iowa),Rosé,Jasper,J-W,Iowa,Iowa,United States,13.0,84.0,Susan Kostrzewa,@suskostrzewa,"An inventive blend of Catawba and Marachel Foch, a French-American hybrid between Goldriesling and an American vine called vitis riparia, this rosé has a heavily perfumed nose and a slightly clumsy combination of sweetness and spicy red. Still, the wine has a fresh finish and some structure that recommends it to myriad food pairings.","Iowa, United States",-93.3122705,41.9216734
413,Jasper NV Black Road White (Iowa),White Blend,Jasper,Black Road,Iowa,Iowa,United States,13.0,83.0,Susan Kostrzewa,@suskostrzewa,"This exotic white blend from Iowa offers aromas of orange and citrus with a minerally zip, and on the palate, is a bit on the sweet and curvy side. Not terribly inspired but still pretty, it will pair well with Asian cuisine.","Iowa, United States",-93.3122705,41.9216734
414,Tsantali 2008 Kanenas Maronia Vineyards White (Ismarikos),White Blend,Tsantali,Kanenas Maronia Vineyards,,Ismarikos,Greece,23.0,87.0,Susan Kostrzewa,@suskostrzewa,"A lovely, aromatic nose of flowers, fresh white fruits and citrus leads this delicate white. Crisp acidity and a touch of richness give the wine both complexity and a food-friendly edge. Pair with richer seafood dishes or enjoy this one alone.","Ismarikos, Greece",,
415,Tsantali 2008 Kanenas Maronia Vineyards Mavroudi-Syrah Red (Ismarikos),Red Blend,Tsantali,Kanenas Maronia Vineyards Mavroudi-Syrah,,Ismarikos,Greece,20.0,85.0,Susan Kostrzewa,@suskostrzewa,"A perfumed nose of violet, black cherry and cedar give this Syrah-Mavroudi blend a seductive start. On the palate, black fruit and spice flavors are balanced, but not overly complex. A solid everyday red with indigenous appeal, and a great match for pasta with red sauces, pizza or steak.","Ismarikos, Greece",,
416,Tsantali 2006 Kanenas Maronia Vineyards Red (Ismarikos),Red Blend,Tsantali,Kanenas Maronia Vineyards,,Ismarikos,Greece,22.0,84.0,Susan Kostrzewa,@suskostrzewa,"Dark chocolate, cassis, violets and red berry start this red from Greece. On the palate, like flavors with a touch of bitter cocoa and smoke are earthy and exotic. Pair with grilled meats and hearty stews.","Ismarikos, Greece",,
417,Jezreel 2014 Adumim Dry Red (Israel),Red Blend,Jezreel,Adumim Dry,,Israel,Israel,30.0,93.0,Mike DeSimone,@worldwineguys,"Dark ruby in color, this wine has a bouquet of black cherry, lavender and juniper berry. It offers pleasure from first sip through the fruit filled, smoky finish, with velvety tannins and flavors of cassis, black plum, espresso, chocolate and a hint of green pepper.","Israel, Israel",35.3488686,32.6307267
418,Recanati 2014 Reserve Wild Carignan (Israel),Carignan,Recanati,Reserve Wild,,Israel,Israel,50.0,91.0,Mike DeSimone,@worldwineguys,"Dark red-violet in color, this wine has aromas of black plum, fig, chocolate and mint. Flavors of blackberry, cherry, black fig, eucalyptus and anise coalesce on the palate. Tannins are strong, but fruit and brightness hold their own. Touches of cranberry join the show just prior to the lingering finish.","Israel, Israel",35.3488686,32.6307267
419,Dalton 2014 D Oak Aged Petite Sirah (Israel),Petite Sirah,Dalton,D Oak Aged,,Israel,Israel,23.0,91.0,Mike DeSimone,@worldwineguys,"This inky garnet-colored wine offers a bouquet of blueberry and aniseed. It is well made, with ever-so-slightly chewy tannins and flavors of black cherry, blackberry, licorice and violet that culminate in an anise-laden finish.","Israel, Israel",35.3488686,32.6307267
420,Trapan 2013 Terra Mare Teran (Istria),Teran,Trapan,Terra Mare,,Istria,Croatia,33.0,91.0,Jeff Jenssen,@worldwineguys,"This 100% Teran from Istria has aromas of blueberry, cherry, vanilla and a touch of dried Mediterranean herbs. It's full bodied in the mouth with flavors of black cherry, blueberry and tobacco leaf. The tannins are soft and rounded with a elegant finish.","Istria, Croatia",13.915053587355306,45.193434499999995
421,Trapan 2012 Ponente Malvazija Malvasia (Istria),Malvasia,Trapan,Ponente Malvazija,,Istria,Croatia,21.0,90.0,Jeff Jenssen,@worldwineguys,"From the village of Sisan in southern Istria, this wine has enticing notes of lemon blossom, Mediterranean herbs and white peach in its bouquet. In the mouth crisp acidity accompanies flavors of lemon curd and Granny Smith apple. A clean finish invites you in for another sip.","Istria, Croatia",13.915053587355306,45.193434499999995
422,Roxanich 2008 Ines in White White (Istria),White Blend,Roxanich,Ines in White,,Istria,Croatia,41.0,90.0,Jeff Jenssen,@worldwineguys,"Sure to please any wine-geek, this orange wine is a blend of seven grapes including Sauvignon Blanc, Vermentino, Reisling Italica, Glera, Fruilano, Pinot Gris and Pinot Blanc. It's aged for three years in large wooden vats and has aromas of dried nectarine, dried peach, apricot and freshly ground black pepper that lead to luscious flavors of apricot nectar and honeycomb.","Istria, Croatia",13.915053587355306,45.193434499999995
423,Nino Franco 2012 Grave di Stecca Brut Glera (Vino Spumante),Glera,Nino Franco,Grave di Stecca Brut,Vino Spumante,Italy Other,Italy,49.0,93.0,Kerin O’Keefe,@kerinokeefe,"Made with 100% Glera grown inside a walled vineyard, this stunning wine boasts unusual depth and structure. It delivers aromas and flavors of ripe yellow apple, pear, lemon drop, chopped sage and a ginger note while the foaming, silky mousse lends it a creamy, elegant texture. A recent vertical tasting back to 2007 proves this wine can develop more complexity after several years in the cellar.","Italy Other, Italy",-96.883821,32.182293
424,Frank Cornelissen 2012 Magma Rosso 10 Nerello Mascalese (Vino da Tavola),Nerello Mascalese,Frank Cornelissen,Magma Rosso 10,Vino da Tavola,Italy Other,Italy,225.0,93.0,Kerin O’Keefe,@kerinokeefe,"Made from 100-year-old Nerello Mascalese vines, this bold wine is loaded with flavor and complexity. It's endowed with layers of smoky mineral sensations, underbrush, mature black and red berry fruit, leather, blue flower and Mediterranean spices alongside fresh acidity and bracing tannins. This is still young and needs time to develop fully and come together. Drink after 2020.","Italy Other, Italy",-96.883821,32.182293
425,Frank Cornelissen 2012 MunJebel Rosso 9 CS Nerello Mascalese (Vino da Tavola),Nerello Mascalese,Frank Cornelissen,MunJebel Rosso 9 CS,Vino da Tavola,Italy Other,Italy,64.0,93.0,Kerin O’Keefe,@kerinokeefe,"Made from ungrafted Nerello Mascalese vines planted in 1930, this compelling wine offers intense blackberry, black cherry, tilled soil, blue flower and Mediterranean spice sensations. It's big and powerful, with gripping tannins and layers of depth. Give this time to develop complexity. Drink 2017–2027.","Italy Other, Italy",-96.883821,32.182293
426,De Martino 2015 Viejas Tinajas Cinsault (Itata Valley),Cinsault,De Martino,Viejas Tinajas,,Itata Valley,Chile,43.0,91.0,Michael Schachner,@wineschach,"Dark aromas of violet, black cherry, plum and wet clay lead to a flush, well-balanced palate. This amphorae-fermented-and-aged Cinsault from Itata tastes decidedly natural, with an abundance of pure plum, currant and cherry fruit. The finish is bright and lively as well. Drink through 2019.","Itata Valley, Chile",-70.72041,-34.152068
427,Clos des Fous 2012 Cauquenina Viñas Viejas de Cauquenes Red (Itata Valley),Red Blend,Clos des Fous,Cauquenina Viñas Viejas de Cauquenes,,Itata Valley,Chile,30.0,90.0,Michael Schachner,@wineschach,"This atypical Chilean red hails from the Maule Valley and eschews oak and ripeness and instead delivers wiry raspberry, currant and dried-earth aromas in front of a high-acid, racy palate that's medium in body. Snappy, spicy red plum and raspberry flavors are fresh and edgy, with scraping acidity creating a zesty, scrubbing finish. Drink through 2020.","Itata Valley, Chile",-70.72041,-34.152068
428,Garage Wine Co. 2014 Lot #58 Portezuelo Vineyard Carignan (Itata Valley),Carignan,Garage Wine Co.,Lot #58 Portezuelo Vineyard,,Itata Valley,Chile,39.0,90.0,Michael Schachner,@wineschach,"Earthy berry aromas are a touch heavy and raisiny, with horse and leather notes. A full chunky palate is more dense than expansive, while this tastes of baked plum and prune. Hard tannins are drawing on a full-size finish. Drink the ripest and heaviest of Garage's 2014 Carignans through 2021.","Itata Valley, Chile",-70.72041,-34.152068
429,Pelter 2013 Matar Petit Verdot (Jerusalem Hills),Petit Verdot,Pelter,Matar,,Jerusalem Hills,Israel,55.0,91.0,Mike DeSimone,@worldwineguys,"Violet red in the glass, this wine features a bouquet of cherry, violet and vanilla. Flavors of cherry, blueberry, anise, ground black pepper and green bell pepper are fixed in a framework of tannins that offer full mouthfeel right into the orange peel finish.","Jerusalem Hills, Israel",34.775065,31.246296
430,Psagot 2011 Single Vineyard Cabernet Sauvignon (Jerusalem Hills),Cabernet Sauvignon,Psagot,Single Vineyard,,Jerusalem Hills,Israel,75.0,91.0,Mike DeSimone,@worldwineguys,"Inky red-violet in color, this offers a bouquet of black cherry, iodine and green pepper. It has flavors of cassis, blackberry, butterscotch, orange peel and mint, with nice notes of citrus and cranberry that continue as the smooth tannins fade on the palate.","Jerusalem Hills, Israel",34.775065,31.246296
431,Psagot 2012 M-Series Cabernet Sauvignon (Jerusalem Hills),Cabernet Sauvignon,Psagot,M-Series,,Jerusalem Hills,Israel,40.0,89.0,Mike DeSimone,@worldwineguys,"Aromas of black cherry and a hint of height-of-summer farmstead prep the palate for flavors of blackberry, black cherry, roasted meat, sage, and bell pepper. There is a nice combination of fruit and savory flavors, and the persistent finish offers lingering notes of fruits of the wood and roasted meat. Mevushal.","Jerusalem Hills, Israel",34.775065,31.246296
432,Jidvei 2014 Ana Owner's Choice Chardonnay (Jidvei),Chardonnay,Jidvei,Ana Owner's Choice,,Jidvei,Romania,16.0,88.0,Jeff Jenssen,@worldwineguys,"Creamy in the mouth with flavors of mango, pineapple and apple, this wine entices with a subtle bouquet of citrus pith, Delicious apple and vanilla bean. The finish is smooth and round, yet clean.","Jidvei, Romania",24.1106119,46.2224475
